Lat, Long, num
34.1476452, -118.1444779, 1
42.3604823, -71.0595678, 1
35.69004135, 139.510395073475, 1
53.1447678, -1.1973365, 1
39.5934339, -77.1160936, 1
51.56964, 0.7052675, 1
52.5670732, 13.3366189159369, 1
37.9779777, -122.0310733, 1
30.2711286, -97.7436995, 1
34.6852955, 135.5145684, 4
39.7391536, -104.9847034, 1
42.988097, -81.2460295, 1
51.5073219, -0.1276474, 4
-33.8548157, 151.2164539, 1
39.7837304, -100.4458825, 1
35.6040695, 140.180851072056, 1
54.7023545, -3.2765753, 1
46.1489415, 15.0439634, 1
51.5973246, -0.1805587, 1
32.5221828, -93.7651944, 1
40.7305991, -73.9865812, 10
40.0317536, -75.630392, 1
34.053717, -118.2427266, 1
51.0834196, 10.4234469, 2
42.0447388, -87.6930459, 1
34.6932379, 135.1943764, 1
54.9770924, -1.6142059, 2
42.6384261, 12.674297, 1
37.7792768, -122.4192704, 1
53.3806626, -1.4702278, 1
